CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,SNID,objid_GAL,ra_GAL,dec_GAL,u_GAL,g_GAL,r_GAL,i_GAL,z_GAL,redshift_GAL,redshift_err_GAL,separation_arcmin,u_g,g_r,r_i,i_z
2008L,64,0.01778,0.00085,0.01734,9e-05,0.01789,9e-05,14.9934,0.211714,34.2464,0.213428,-9.0,0,0,-0.141932,0.039811,-1.52385,0.096944,14.9128,0.0953989,0.0194487,0.00170887,-0.00104032,1.97957e-05,-5.36739e-05,49.3194,41.3827,-999,-999,-9.0,-129.753,250,0.13657,10.7703,0.446,54492.9,0.288,18,22.4375,0.21314,0.081,0.1047,0.081,0.001,1.0,0.003,2008L,1.2376610831990797e+18,49.32368414,41.42144667,18.29944,16.38978,15.46424,14.99185,14.64102,0.02083413,1.009681e-05,2.332781849967242,1.9096600000000024,0.925539999999998,0.47239000000000075,0.823220000000001
2010ai,66,0.01826,0.00085,0.01918,4e-05,0.01826,4e-05,15.7262,0.216805,34.9792,0.21848,-9.0,0,0,-0.119693,0.03085,-1.6487,0.09131,15.7283,0.0357082,0.00917687,0.000301813,0.000776695,-1.17109e-05,-8.36662e-06,194.85,27.9964,-999,-999,-9.0,270.964,250,0.00799332,9.114,0.448,55277.1,0.0652,54,14.1044,1.0,0.0643,0.102,0.0765,0.004,1.0,0.005,2010ai,1.2376673243345715e+18,194.8607997,27.99846914,18.10777,16.32059,15.5644,15.18556,14.9016,0.02224383,9.915561e-06,0.5854621190779722,1.7871799999999993,0.7561900000000001,0.3788399999999985,0.662799999999999
2010ai,66,0.01826,0.00085,0.01918,4e-05,0.01826,4e-05,15.7262,0.216805,34.9792,0.21848,-9.0,0,0,-0.119693,0.03085,-1.6487,0.09131,15.7283,0.0357082,0.00917687,0.000301813,0.000776695,-1.17109e-05,-8.36662e-06,194.85,27.9964,-999,-999,-9.0,270.964,250,0.00799332,9.114,0.448,55277.1,0.0652,54,14.1044,1.0,0.0643,0.102,0.0765,0.004,1.0,0.005,2010ai,1.2376673243345715e+18,194.8543574,27.99672897,19.70954,17.59938,16.87102,16.49768,16.26173,0.01828161,2.55621e-05,0.23169100825209477,2.1101600000000005,0.7283599999999986,0.37334000000000245,0.6092900000000014
2010ai,66,0.01826,0.00085,0.01918,4e-05,0.01826,4e-05,15.7262,0.216805,34.9792,0.21848,-9.0,0,0,-0.119693,0.03085,-1.6487,0.09131,15.7283,0.0357082,0.00917687,0.000301813,0.000776695,-1.17109e-05,-8.36662e-06,194.85,27.9964,-999,-999,-9.0,270.964,250,0.00799332,9.114,0.448,55277.1,0.0652,54,14.1044,1.0,0.0643,0.102,0.0765,0.004,1.0,0.005,2010ai,1.2376674440485934e+18,194.8392091,27.9735636,18.77836,17.07322,16.36368,16.02497,15.77417,0.020206,1.450494e-05,1.484688354160314,1.70514,0.7095400000000005,0.33870999999999896,0.5895099999999989
2010ai,66,0.01826,0.00085,0.01918,4e-05,0.01826,4e-05,15.7262,0.216805,34.9792,0.21848,-9.0,0,0,-0.119693,0.03085,-1.6487,0.09131,15.7283,0.0357082,0.00917687,0.000301813,0.000776695,-1.17109e-05,-8.36662e-06,194.85,27.9964,-999,-999,-9.0,270.964,250,0.00799332,9.114,0.448,55277.1,0.0652,54,14.1044,1.0,0.0643,0.102,0.0765,0.004,1.0,0.005,2010ai,1.2376674440485932e+18,194.8046122,27.97697509,18.55144,16.6917,15.81319,15.39479,15.08782,0.02260162,9.601001e-06,2.67234730552251,1.8597399999999986,0.8785100000000003,0.4184000000000001,0.7253699999999998
2010ai,66,0.01826,0.00085,0.01918,4e-05,0.01826,4e-05,15.7262,0.216805,34.9792,0.21848,-9.0,0,0,-0.119693,0.03085,-1.6487,0.09131,15.7283,0.0357082,0.00917687,0.000301813,0.000776695,-1.17109e-05,-8.36662e-06,194.85,27.9964,-999,-999,-9.0,270.964,250,0.00799332,9.114,0.448,55277.1,0.0652,54,14.1044,1.0,0.0643,0.102,0.0765,0.004,1.0,0.005,2010ai,1.2376674440485934e+18,194.8321479,27.9735003,19.02793,17.46698,16.76352,16.41689,16.25306,0.02412798,2.588044e-05,1.66808747460774,1.5609500000000018,0.7034599999999998,0.3466300000000011,0.5104599999999984
2016ffh,51,0.01865,0.00085,0.01851,1e-05,0.01819,1e-05,15.3641,0.237454,34.6171,0.238984,-9.0,0,0,0.051027,0.028675,-0.612255,0.1456,15.5951,0.0355866,0.0103742,0.000340032,-0.000451521,2.2541e-07,-8.49879e-06,227.956,46.251,-999,-999,-9.0,-41.1108,250,0.0240212,10.1899,0.002,57631.5,0.207,10,23.9877,0.00763303,0.067,0.0999,-0.0695,0.002,1.0,0.011,2016ffh,1.2376591322124127e+18,227.9515747,46.25384531,16.38462,14.88543,14.13132,13.7395,13.42946,0.01819504,7.747265e-06,0.2507073735711181,1.4991900000000022,0.754109999999999,0.39182000000000095,0.7018599999999999
ATLAS16cpu,150,0.01865,0.00085,0.01851,1e-05,0.01819,1e-05,15.3186,0.238466,34.5716,0.239989,-9.0,0,0,0.037895,0.036142,-0.957574,0.16126,15.5869,0.0430103,0.0104528,0.000414077,0.000620869,-2.32533e-06,-1.24973e-05,227.956,46.251,-999,-999,-9.0,-41.1108,250,0.0240212,10.0079,0.012,57630.9,0.3588,5,5.73414,0.33295,0.0799,0.0999,-0.0425,0.001,1.0,0.01,ATLAS16cpu,1.2376591322124127e+18,227.9515747,46.25384531,16.38462,14.88543,14.13132,13.7395,13.42946,0.01819504,7.747265e-06,0.2507073735711181,1.4991900000000022,0.754109999999999,0.39182000000000095,0.7018599999999999
2006ej,57,0.02023,0.00085,0.01926,1e-05,0.02038,1e-05,15.3465,0.186364,34.5995,0.188309,-9.0,0,0,-0.045763,0.028545,-1.65658,0.079813,15.4897,0.0363028,0.011432,0.000382241,-0.000295711,-8.42445e-07,-8.63958e-06,9.749,-9.0157,-999,-999,-9.0,-285.871,250,0.0302161,10.1949,-9.0,53976.1,0.1327,27,24.7329,0.58943,0.0668,0.0922,-0.0121,0.001,1.0,0.004,2006ej,1.2376529018260685e+18,9.750999202,-9.014582507,16.46019,14.56961,13.72326,13.28716,12.94115,0.02038015,6.138646e-06,0.1361281359111956,1.89058,0.846350000000001,0.4360999999999997,0.7821099999999994
2006ej,56,0.02023,0.00085,0.01926,1e-05,0.02038,1e-05,15.2482,0.29433,34.5012,0.295566,-9.0,0,0,0.057733,0.051946,-1.2573,0.2156,15.596,0.044925,0.0103661,0.000428922,-2.56784e-05,-1.41398e-05,-1.59833e-05,9.749,-9.0157,-999,-999,-9.0,-285.871,250,0.0302161,10.1949,0.001,53976.3,0.3211,22,9.45751,0.99059,0.1376,0.0922,-0.0687,0.001,1.0,0.012,2006ej,1.2376529018260685e+18,9.750999202,-9.014582507,16.46019,14.56961,13.72326,13.28716,12.94115,0.02038015,6.138646e-06,0.1361281359111956,1.89058,0.846350000000001,0.4360999999999997,0.7821099999999994
2006ej,5,0.02023,0.00085,0.01926,1e-05,0.02038,1e-05,15.323,0.187974,34.576,0.189903,-9.0,0,0,-0.043913,0.026977,-1.52252,0.046025,15.4508,0.0330842,0.0118489,0.000361054,-0.000431412,2.39832e-06,-7.18713e-06,9.749,-9.0157,-999,-999,-9.0,-285.871,250,0.0302161,10.1949,0.16,53976.6,0.2086,30,16.257,0.98046,0.066,0.0922,-0.0134,0.001,1.0,0.004,2006ej,1.2376529018260685e+18,9.750999202,-9.014582507,16.46019,14.56961,13.72326,13.28716,12.94115,0.02038015,6.138646e-06,0.1361281359111956,1.89058,0.846350000000001,0.4360999999999997,0.7821099999999994
2006ej,64,0.02023,0.00085,0.01926,1e-05,0.02038,1e-05,15.3952,0.185881,34.6482,0.187832,-9.0,0,0,-0.029543,0.028729,-1.0906,0.079582,15.4924,0.0384636,0.0114034,0.000403979,-0.000603688,8.26952e-06,-9.57631e-06,9.749,-9.0157,-999,-999,-9.0,-285.871,250,0.0302161,10.1949,0.405,53975.5,0.3289,26,70.6784,5.28229e-06,0.0647,0.0922,-0.0247,0.001,1.0,0.004,2006ej,1.2376529018260685e+18,9.750999202,-9.014582507,16.46019,14.56961,13.72326,13.28716,12.94115,0.02038015,6.138646e-06,0.1361281359111956,1.89058,0.846350000000001,0.4360999999999997,0.7821099999999994
ASASSN-15lg,150,0.02044,0.00085,0.02121,1e-05,0.02015,1e-05,15.4022,0.212886,34.6552,0.214591,-9.0,0,0,-0.082581,0.041039,-1.2315,0.1417,15.425,0.0549926,0.0121341,0.000614594,0.000258455,-1.2384e-05,-2.22849e-05,198.887,3.5007,-999,-999,-9.0,224.978,250,0.0265131,9.66664,0.013,57196.5,0.2988,7,13.0903,0.0699396,0.0856,0.0912,0.0441,0.001,1.0,0.006,ASASSN-15lg,1.2376517379126723e+18,198.8863142,3.500771501,17.21463,15.60627,14.95249,14.66606,14.39662,0.02015055,9.191886e-06,0.04129466790933147,1.6083599999999993,0.6537800000000011,0.2864299999999993,0.5558699999999988
2010A,66,0.02081,0.00085,0.02079,2e-05,0.02159,2e-05,15.2333,0.32934,34.4863,0.330445,-9.0,0,0,0.1036,0.033338,0.48015,0.12751,15.5799,0.0398655,0.0105211,0.000386308,-0.00050572,-1.23461e-05,-1.03642e-05,38.1644,0.6195,-999,-999,-9.0,-6.6815,250,0.0249946,9.92075,0.105,55212.5,0.1182,18,19.7771,0.34551,0.0824,0.0896,0.0446,0.006,1.0,0.035,2010A,1.2376637847509402e+18,38.15870048,0.594240699,16.9177,15.91467,15.80055,15.81107,15.71588,0.02183045,5.146475e-06,1.5536561439727115,1.0030300000000008,0.11411999999999978,-0.010520000000001417,0.08466999999999913
2010A,66,0.02081,0.00085,0.02079,2e-05,0.02159,2e-05,15.2333,0.32934,34.4863,0.330445,-9.0,0,0,0.1036,0.033338,0.48015,0.12751,15.5799,0.0398655,0.0105211,0.000386308,-0.00050572,-1.23461e-05,-1.03642e-05,38.1644,0.6195,-999,-999,-9.0,-6.6815,250,0.0249946,9.92075,0.105,55212.5,0.1182,18,19.7771,0.34551,0.0824,0.0896,0.0446,0.006,1.0,0.035,2010A,1.2376637847509402e+18,38.16372376,0.617299213,15.85568,14.67656,14.07456,13.78188,13.55583,0.02077104,1.500349e-05,0.1381396339757374,1.1791199999999993,0.6020000000000003,0.2926800000000007,0.5187299999999997
2010A,66,0.02081,0.00085,0.02079,2e-05,0.02159,2e-05,15.2333,0.32934,34.4863,0.330445,-9.0,0,0,0.1036,0.033338,0.48015,0.12751,15.5799,0.0398655,0.0105211,0.000386308,-0.00050572,-1.23461e-05,-1.03642e-05,38.1644,0.6195,-999,-999,-9.0,-6.6815,250,0.0249946,9.92075,0.105,55212.5,0.1182,18,19.7771,0.34551,0.0824,0.0896,0.0446,0.006,1.0,0.035,2010A,1.2376637847509402e+18,38.16584643,0.61835478,17.8935,16.8659,17.09748,17.28584,17.33317,0.02045459,7.854424e-06,0.11069056005813796,1.0275999999999996,-0.231580000000001,-0.18835999999999942,-0.23568999999999818
2003W,57,0.02082,0.00085,0.02087,0.0,0.01979,0.0,15.421,0.229315,34.674,0.230899,-9.0,0,0,0.068384,0.022024,-0.008507,0.04343,15.603,0.0355912,0.0102987,0.000337598,-3.85005e-05,-4.76548e-07,-5.69504e-06,146.706,16.0438,-999,-999,-9.0,14.6045,250,0.0411133,10.9327,-9.0,52680.1,0.0428,71,320.998,1.77243e-33,0.0478,0.0896,-0.0831,0.002,1.0,0.014,2003W,1.237670965388444e+18,146.7266862,16.06661082,16.94825,15.77205,15.18243,14.89431,14.66745,0.01960566,8.384018e-06,1.815455648345841,1.1762000000000015,0.58962,0.28811999999999927,0.5149799999999995
2003W,63,0.02082,0.00085,0.02087,0.0,0.01979,0.0,15.3819,0.253074,34.6349,0.254511,-9.0,0,0,0.10191,0.026378,0.048591,0.063835,15.6446,0.0395016,0.00991199,0.000360622,-0.000152692,-4.76766e-07,-7.56944e-06,146.706,16.0438,-999,-999,-9.0,14.6045,250,0.0411133,10.9327,0.635,52680.5,0.0601,35,155.363,4.19606e-17,0.0577,0.0896,-0.0977,0.002,1.0,0.017,2003W,1.237670965388444e+18,146.7266862,16.06661082,16.94825,15.77205,15.18243,14.89431,14.66745,0.01960566,8.384018e-06,1.815455648345841,1.1762000000000015,0.58962,0.28811999999999927,0.5149799999999995
2008Z,57,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.865,0.309511,35.118,0.310686,-9.0,0,0,0.090209,0.027127,0.65572,0.11233,16.1389,0.0304023,0.00628694,0.000176044,-0.000127857,-2.91012e-06,-4.04494e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,-9.0,54515.5,0.0893,14,43.3518,7.525e-05,0.0647,0.0881,0.0393,0.005,1.0,0.032,2008Z,1.237661139030901e+18,145.8138076,36.2853808,18.98608,17.63036,16.98921,16.62417,16.33389,0.02062066,1.384176e-05,0.05957917657108745,1.3557200000000016,0.6411499999999997,0.3650400000000005,0.6553199999999997
2008Z,57,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.865,0.309511,35.118,0.310686,-9.0,0,0,0.090209,0.027127,0.65572,0.11233,16.1389,0.0304023,0.00628694,0.000176044,-0.000127857,-2.91012e-06,-4.04494e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,-9.0,54515.5,0.0893,14,43.3518,7.525e-05,0.0647,0.0881,0.0393,0.005,1.0,0.032,2008Z,1.2376611390309007e+18,145.8297946,36.24781454,15.56773,13.68871,12.87703,12.47181,12.20108,0.02233646,8.575653e-06,2.324310569184207,1.8790199999999988,0.8116800000000008,0.4052199999999999,0.6759500000000003
2008Z,57,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.865,0.309511,35.118,0.310686,-9.0,0,0,0.090209,0.027127,0.65572,0.11233,16.1389,0.0304023,0.00628694,0.000176044,-0.000127857,-2.91012e-06,-4.04494e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,-9.0,54515.5,0.0893,14,43.3518,7.525e-05,0.0647,0.0881,0.0393,0.005,1.0,0.032,2008Z,1.2376611390309007e+18,145.8306049,36.23691515,18.77736,17.17904,16.52395,16.18955,15.99934,0.02013349,2.73428e-05,2.960183228431214,1.598320000000001,0.6550900000000013,0.3343999999999987,0.5246099999999991
2008Z,65,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.9526,0.302902,35.2056,0.304103,-9.0,0,0,0.08346,0.027021,0.98431,0.094684,16.1576,0.0314327,0.00617988,0.000178911,2.19776e-05,-3.90563e-06,-4.39391e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,0.31,54515.5,0.0667,47,61.5211,0.0758347,0.0598,0.0881,0.0397,0.006,1.0,0.031,2008Z,1.237661139030901e+18,145.8138076,36.2853808,18.98608,17.63036,16.98921,16.62417,16.33389,0.02062066,1.384176e-05,0.05957917657108745,1.3557200000000016,0.6411499999999997,0.3650400000000005,0.6553199999999997
2008Z,65,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.9526,0.302902,35.2056,0.304103,-9.0,0,0,0.08346,0.027021,0.98431,0.094684,16.1576,0.0314327,0.00617988,0.000178911,2.19776e-05,-3.90563e-06,-4.39391e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,0.31,54515.5,0.0667,47,61.5211,0.0758347,0.0598,0.0881,0.0397,0.006,1.0,0.031,2008Z,1.2376611390309007e+18,145.8297946,36.24781454,15.56773,13.68871,12.87703,12.47181,12.20108,0.02233646,8.575653e-06,2.324310569184207,1.8790199999999988,0.8116800000000008,0.4052199999999999,0.6759500000000003
2008Z,65,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.9526,0.302902,35.2056,0.304103,-9.0,0,0,0.08346,0.027021,0.98431,0.094684,16.1576,0.0314327,0.00617988,0.000178911,2.19776e-05,-3.90563e-06,-4.39391e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,0.31,54515.5,0.0667,47,61.5211,0.0758347,0.0598,0.0881,0.0397,0.006,1.0,0.031,2008Z,1.2376611390309007e+18,145.8306049,36.23691515,18.77736,17.17904,16.52395,16.18955,15.99934,0.02013349,2.73428e-05,2.960183228431214,1.598320000000001,0.6550900000000013,0.3343999999999987,0.5246099999999991
ASASSN-15uv,150,0.02153,0.00085,0.02104,2e-05,0.02028,2e-05,15.3584,0.392396,34.6114,0.393324,-9.0,0,0,0.27395,0.032925,0.26468,0.12635,16.3538,0.0430154,0.00515808,0.000204356,-4.75392e-05,-1.08565e-06,-5.78567e-06,126.784,27.8116,-999,-999,-9.0,-143.28,250,0.0286457,9.45815,0.001,57392.5,0.1873,18,18.6205,0.41553,0.0717,0.0866,0.1349,0.015,1.0,0.05,ASASSN-15uv,1.2376607648362004e+18,126.7840873,27.8104657,17.45673,16.07361,15.45297,15.14278,14.907,0.02027939,1.670039e-05,0.06821550942012772,1.3831200000000017,0.6206399999999981,0.3101900000000004,0.5459700000000005
ASASSN-15uv,150,0.02153,0.00085,0.02104,2e-05,0.02028,2e-05,15.3584,0.392396,34.6114,0.393324,-9.0,0,0,0.27395,0.032925,0.26468,0.12635,16.3538,0.0430154,0.00515808,0.000204356,-4.75392e-05,-1.08565e-06,-5.78567e-06,126.784,27.8116,-999,-999,-9.0,-143.28,250,0.0286457,9.45815,0.001,57392.5,0.1873,18,18.6205,0.41553,0.0717,0.0866,0.1349,0.015,1.0,0.05,ASASSN-15uv,1.2376607648362007e+18,126.7784938,27.77175491,19.28798,18.13767,17.68966,17.47722,17.24991,0.02038409,6.940906e-06,2.4085036973846736,1.150310000000001,0.44801,0.21244000000000085,0.4397500000000001
2009na,66,0.02205,0.00085,0.02209,1e-05,0.02104,1e-05,15.4947,0.197256,34.7477,0.199095,-9.0,0,0,-0.057432,0.028782,-0.709364,0.10035,15.4975,0.0351827,0.0113497,0.000367781,2.91776e-05,-3.21341e-06,-8.6125e-06,161.756,26.5439,-999,-999,-9.0,10.3045,250,0.0276399,9.88571,0.141,55201.9,0.0918,31,37.9332,0.18257,0.0659,0.0846,0.0234,0.002,1.0,0.007,2009na,1.2376673243217265e+18,161.7607954,26.54288454,15.36029,14.17525,13.66595,13.4208,13.24356,0.02099429,7.501017e-06,0.26450951015085056,1.1850400000000008,0.5092999999999996,0.24515000000000065,0.42239000000000004
SNF20080514-002,57,0.02219,0.00085,0.02292,1e-05,0.02194,1e-05,15.7606,0.214466,35.0136,0.216159,-9.0,0,0,-0.18285,0.028136,-1.5105,0.077264,15.5948,0.0356535,0.0103771,0.000340764,-0.000210577,1.46379e-08,-7.74735e-06,202.303,11.2724,-999,-999,-9.0,212.718,250,0.0288915,7.0,-9.0,54612.4,0.1456,47,40.0742,0.75272,0.0644,0.0841,0.1244,0.018,1.0,0.004,SNF20080514-002,1.2376719929475727e+18,202.3068334,11.27583213,16.22686,14.49146,13.70414,13.31016,12.9881,0.02193763,1.135158e-05,0.30542775362489044,1.7353999999999985,0.7873199999999994,0.3939800000000009,0.7160400000000013
2014ai,51,0.02313,0.00085,0.02317,4e-05,0.02233,4e-05,15.7695,0.269874,35.0225,0.271221,-9.0,0,0,0.084192,0.037906,-1.00094,0.25544,16.1471,0.0499409,0.00623942,0.000286996,-0.00012064,-3.28687e-05,-8.13207e-06,139.934,33.7637,-999,-999,-9.0,10.2019,250,0.0147017,11.5,0.002,56745.6,0.3524,11,2.98822,0.99088,0.1034,0.0807,-0.0828,0.002,1.0,0.016,2014ai,1.2376611261555018e+18,139.9290772,33.8109864,19.04761,17.43482,16.70217,16.33415,16.05174,0.02285301,1.654607e-05,2.8477841746489028,1.6127900000000004,0.7326499999999996,0.3680199999999978,0.6504300000000001
2004at,57,0.02321,0.00085,0.02287,1e-05,0.02237,1e-05,15.6638,0.17647,34.9168,0.178524,-9.0,0,0,-0.113423,0.022711,-0.046048,0.052886,15.4314,0.0260364,0.0120623,0.000289259,-1.56697e-05,-2.352e-06,-5.51541e-06,164.688,59.4867,-999,-999,-9.0,-99.4465,250,0.0102219,7.0,-9.0,53092.4,0.0479,53,34.9758,0.97346,0.0518,0.0804,0.0592,0.002,1.0,0.005,2004at,1.237658304890798e+18,164.6871324,59.51070061,15.65965,13.92963,13.20959,12.82266,12.57682,0.02175755,1.043202e-05,1.440278966534413,1.7300199999999997,0.7200399999999991,0.38692999999999955,0.6327700000000007
2007ci,57,0.02331,0.00085,0.02295,1e-05,0.02184,1e-05,15.3948,0.265593,34.6478,0.266962,-9.0,0,0,-0.044303,0.027136,-2.4632,0.097065,15.66,0.031843,0.00977258,0.000286615,0.000175524,-5.72589e-06,-6.37212e-06,176.441,19.7705,-999,-999,-9.0,-103.556,250,0.022204,10.8379,-9.0,54246.7,0.0778,37,70.3622,0.00076673,0.0625,0.0801,-0.0136,0.001,1.0,0.004,2007ci,1.237667915416863e+18,176.4553336,19.74831721,19.36597,17.90317,17.20422,16.88206,16.68994,0.02377938,4.524613e-05,1.5577445511128856,1.4628000000000014,0.69895,0.3221600000000002,0.5142799999999994
2007ci,64,0.02331,0.00085,0.02295,1e-05,0.02184,1e-05,15.1771,0.278115,34.4301,0.279423,-9.0,0,0,0.012243,0.028386,-2.79197,0.097035,15.6285,0.0339941,0.0100599,0.000314972,0.000210572,-4.84666e-06,-7.57827e-06,176.441,19.7705,-999,-999,-9.0,-103.556,250,0.022204,10.8379,0.028,54246.6,0.0644,49,88.0224,0.000526086,0.063,0.0801,-0.0507,0.002,1.0,0.007,2007ci,1.237667915416863e+18,176.4553336,19.74831721,19.36597,17.90317,17.20422,16.88206,16.68994,0.02377938,4.524613e-05,1.5577445511128856,1.4628000000000014,0.69895,0.3221600000000002,0.5142799999999994
2009al,51,0.02342,0.00087,0.02328,0.00014,0.02207,0.00014,15.7321,0.281287,34.9851,0.282579,-9.0,0,0,0.15147,0.027541,0.26837,0.22181,16.089,0.0380912,0.0065825,0.000230936,0.000406005,-9.98682e-06,-5.06316e-06,162.842,8.5785,-999,-999,-9.0,-42.2047,250,0.021174,10.7706,0.002,54897.0,0.0098,38,56.5505,0.02683,0.0688,0.0816,-0.1243,0.002,1.0,0.022,2009al,1.2376584917350482e+18,162.8526657,8.557427665,17.98629,16.12767,15.3253,14.92615,14.63817,0.02314516,1.050889e-05,1.4138571019368755,1.858620000000002,0.802369999999998,0.39915000000000056,0.6871299999999998
2009al,5,0.02342,0.00087,0.02328,0.00014,0.02207,0.00014,15.7551,0.220042,35.0081,0.221692,-9.0,0,0,0.057782,0.023588,-0.148779,0.058514,15.9279,0.0268882,0.00763564,0.000189096,-0.00058289,3.46475e-06,-3.88571e-06,162.842,8.5785,-999,-999,-9.0,-42.2047,250,0.021174,10.7706,0.04,54896.9,0.1678,45,313.067,7.74498e-42,0.0556,0.0816,-0.0802,0.001,1.0,0.012,2009al,1.2376584917350482e+18,162.8526657,8.557427665,17.98629,16.12767,15.3253,14.92615,14.63817,0.02314516,1.050889e-05,1.4138571019368755,1.858620000000002,0.802369999999998,0.39915000000000056,0.6871299999999998
2009al,65,0.02342,0.00087,0.02328,0.00014,0.02207,0.00014,15.7253,0.22378,34.9783,0.225403,-9.0,0,0,0.056867,0.028756,-0.486661,0.097323,15.9492,0.0341804,0.00748725,0.000235708,-0.000252879,-2.74266e-06,-5.68022e-06,162.842,8.5785,-999,-999,-9.0,-42.2047,250,0.021174,10.7706,0.477,54897.2,0.1081,44,105.73,5.38252e-07,0.0674,0.0816,-0.0762,0.002,1.0,0.012,2009al,1.2376584917350482e+18,162.8526657,8.557427665,17.98629,16.12767,15.3253,14.92615,14.63817,0.02314516,1.050889e-05,1.4138571019368755,1.858620000000002,0.802369999999998,0.39915000000000056,0.6871299999999998
2009cz,56,0.02343,0.00085,0.02315,1e-05,0.02227,1e-05,15.6052,0.258869,34.8582,0.260273,-9.0,0,1,0.00834,0.049726,0.73538,0.25892,15.5189,0.0411628,0.0111291,0.000421929,0.00116268,-3.53358e-05,-1.54388e-05,138.75,29.7353,-999,-999,-9.0,-82.8904,250,0.0222801,10.5159,0.001,54943.6,0.2198,22,6.11632,0.99966,0.1321,0.0797,-0.056,0.001,1.0,0.007,2009cz,1.2376640929030472e+18,138.7486116,29.73024842,14.94065,13.33636,12.64163,12.25601,11.98705,0.02116145,8.817536e-06,0.31160725101592185,1.6042899999999989,0.6947300000000016,0.3856199999999994,0.6545799999999993
2009cz,5,0.02343,0.00085,0.02315,1e-05,0.02227,1e-05,15.6052,0.168487,34.8582,0.170636,-9.0,0,1,-0.02851,0.021882,0.70449,0.051791,15.4303,0.0256619,0.0120744,0.000285383,-0.000113426,5.90533e-07,-4.82562e-06,138.75,29.7353,-999,-999,-9.0,-82.8904,250,0.0222801,10.5159,0.13,54944.0,0.0479,28,8.37327,0.99988,0.052,0.0797,-0.0352,0.001,1.0,0.004,2009cz,1.2376640929030472e+18,138.7486116,29.73024842,14.94065,13.33636,12.64163,12.25601,11.98705,0.02116145,8.817536e-06,0.31160725101592185,1.6042899999999989,0.6947300000000016,0.3856199999999994,0.6545799999999993
2004bk,57,0.02352,0.00085,0.02405,1e-05,0.02306,1e-05,15.5861,0.214185,34.8391,0.21588,-9.0,0,1,-0.022127,0.026292,0.47024,0.0686,15.5119,0.0354353,0.0112004,0.000365548,-0.000187288,2.07298e-07,-7.26099e-06,204.37,4.1031,-999,-999,-9.0,155.85,250,0.0218071,7.0,-9.0,53113.5,0.2801,41,38.9738,0.56101,0.0615,0.0794,0.0112,0.002,1.0,0.009,2004bk,1.237671957517828e+18,204.3723521,4.104438555,15.87764,14.40767,13.698,13.34545,13.153,0.02305833,1.06147e-05,0.16206411069605703,1.46997,0.7096699999999991,0.3525500000000008,0.5449999999999999
ATLAS17bas,150,0.02357,0.00085,0.02331,1e-05,0.02222,1e-05,15.3185,0.260349,34.5715,0.261746,-9.0,0,1,0.027298,0.033387,0.80072,0.12208,15.3776,0.0398948,0.0126753,0.000465747,-5.06449e-06,-1.08059e-05,-1.33422e-05,166.898,22.8514,-999,-999,-9.0,-76.1109,250,0.0196324,8.18544,0.001,57813.2,0.1451,7,13.4349,0.0621951,0.0761,0.0792,0.0404,0.001,1.0,0.018,ATLAS17bas,1.237667549272146e+18,166.8703869,22.85413784,18.74022,17.78657,17.43003,17.22068,17.20853,0.02068904,6.212854e-06,1.5355499705429865,0.9536499999999997,0.3565400000000025,0.20934999999999704,0.22149999999999892
ATLAS17bas,150,0.02357,0.00085,0.02331,1e-05,0.02222,1e-05,15.3185,0.260349,34.5715,0.261746,-9.0,0,1,0.027298,0.033387,0.80072,0.12208,15.3776,0.0398948,0.0126753,0.000465747,-5.06449e-06,-1.08059e-05,-1.33422e-05,166.898,22.8514,-999,-999,-9.0,-76.1109,250,0.0196324,8.18544,0.001,57813.2,0.1451,7,13.4349,0.0621951,0.0761,0.0792,0.0404,0.001,1.0,0.018,ATLAS17bas,1.2376675492721462e+18,166.8990457,22.85225925,16.14098,14.79,14.13875,13.78785,13.4932,0.0222188,9.881014e-06,0.07746472535057108,1.3509799999999998,0.6512499999999992,0.3508999999999993,0.6455500000000001
