objid,ra,dec,u,g,r,i,z,redshift,redshift_err
1.23768E+18,40.11964331,3.120708631,24.61428,23.29414,22.6074,22.58164,22.03463,1.013447,0.00012788
1.23767E+18,140.3170128,14.94314758,21.32059,22.02943,21.06005,20.51381,20.63931,1.204478,0.000142125
1.23767E+18,149.361136,15.73715952,22.10999,22.32705,21.51593,20.74246,20.27674,1.002349,0.000197027
1.23767E+18,140.3225401,14.80251762,22.65605,22.65353,21.89057,21.58139,20.26968,1.015119,9.31E-05
1.23767E+18,150.4026422,18.47677831,23.31658,23.17377,22.23841,21.69813,20.7994,1.132864,0.000280229
1.23767E+18,146.6127341,17.21400698,22.5858,21.97354,21.65393,20.92782,20.26382,1.071196,7.19E-05
1.23767E+18,146.7382095,16.90217449,26.11112,22.34739,22.03382,21.63889,20.60513,1.025162,0.000121253
1.23767E+18,150.6819541,19.2828528,22.16426,22.28975,21.94236,21.6209,21.07047,1.170173,0.00020435
1.23767E+18,150.4181571,18.21095535,24.54699,23.62901,22.38017,22.74955,21.5668,1.14601,0.000140505
1.23767E+18,146.6561695,17.38130059,22.48008,22.21286,21.89751,22.73576,21.17092,1.136152,0.000234323
1.23767E+18,138.5949064,15.35778116,23.3056,22.77362,21.74503,21.26303,20.32672,1.009827,6.93E-05
1.23767E+18,161.0397523,23.2958466,23.84512,22.55108,21.92389,21.29449,20.70956,1.017815,0.000267812
1.23767E+18,146.7023447,20.76048412,22.96949,22.9811,22.01572,21.84352,21.59098,1.022209,8.11E-05
1.23767E+18,146.6130169,20.88530362,23.16158,22.65673,21.70462,21.23151,20.55491,1.013954,0.000158343
1.23767E+18,146.2464491,20.71420629,22.71489,22.96975,21.9868,21.4096,20.67754,1.04471,0.000242037
1.23767E+18,151.416634,21.62553285,25.08318,22.19283,22.1689,22.14878,22.08669,1.25356,0.000123081
1.23767E+18,151.4379827,21.1855801,22.64671,23.08141,22.70683,22.61216,22.07697,1.138485,0.000131678
1.23767E+18,146.6235217,19.99562485,23.88439,23.0847,22.65249,22.92672,22.02107,1.063956,0.000104354
1.23767E+18,150.6865162,20.19891631,25.19083,22.74312,22.07227,21.45761,21.60152,1.087505,0.00014008
1.23767E+18,159.4022955,23.80539259,22.56751,22.60231,22.35959,21.74127,21.35222,1.114939,0.000160037
1.23767E+18,150.4236979,21.08028728,22.94393,22.35137,22.5542,21.692,20.8102,1.00146,6.20E-05
1.23767E+18,146.7382836,20.28323653,21.69735,21.84639,21.52769,20.74761,20.21505,1.022638,0.000139302
1.23767E+18,146.2368854,19.66290308,21.99721,21.76129,21.29878,21.00224,20.32622,1.247728,0.000147704
1.23767E+18,146.7591964,22.55961489,22.84919,22.66164,22.20219,21.80944,21.17259,1.075998,0.000115945
1.23767E+18,146.7377013,22.19656133,22.36561,22.91409,21.4045,21.12377,20.65635,1.03002,0.000178339
1.23767E+18,151.2052014,22.40347724,22.8511,22.52331,22.23235,22.09422,21.05729,1.276484,8.89E-05
1.23767E+18,151.1892498,22.46042744,23.56639,22.7132,22.12448,21.92211,21.246,1.044564,0.000286094
1.23767E+18,146.2423141,23.11370218,22.61957,22.02843,21.64206,21.04942,21.09105,1.060801,4.24E-05
1.23767E+18,153.0377432,24.42424075,22.23227,22.3586,21.42172,21.27405,19.9362,1.120734,0.000210333
1.23767E+18,150.6851015,23.34249554,23.01365,22.58138,21.90336,21.49891,20.93782,1.096108,0.000153779
1.23767E+18,153.0390347,23.54907752,21.65388,21.60641,21.13853,20.83217,20.2963,1.104315,7.05E-05
1.23767E+18,146.6851342,21.80168652,22.37756,22.31867,21.71326,21.4743,20.35513,1.123694,0.000412387
1.23767E+18,149.346764,22.08647297,23.76394,23.04432,22.3069,22.24965,20.88416,1.01058,8.65E-05
1.23767E+18,151.1983954,25.55211137,23.02752,22.70005,22.13585,21.82406,20.77495,1.010789,8.02E-05
1.23767E+18,149.3607014,24.95588609,22.77142,22.68921,22.29375,22.41591,22.33691,1.075648,8.75E-05
1.23767E+18,146.2545861,24.0947456,24.06989,22.92884,22.55642,22.27726,22.19092,1.012298,0.0001449
1.23767E+18,131.6155034,19.6823302,23.2238,22.98658,22.3638,21.86716,21.09357,1.00041,0.000181132
1.23767E+18,146.7435097,24.51582014,25.43302,22.54232,21.86907,21.56402,21.06047,1.099192,9.39E-05
1.23767E+18,140.3309575,22.44860877,22.62618,22.46413,22.19623,21.36355,20.35371,1.356256,0.000268042
1.23767E+18,138.5970387,20.45212897,22.42182,22.06666,21.52311,21.09414,20.87584,1.071871,8.43E-05
1.23767E+18,140.3287449,25.66615012,23.3963,22.42932,22.14917,21.22182,20.8465,1.055813,0.000100499
1.23767E+18,140.31659,25.60898478,22.39961,22.35686,22.16835,21.70494,21.47556,1.016634,0.000174436
1.23767E+18,151.201906,28.02890908,24.36787,22.9987,22.57576,22.51453,21.41565,1.088562,0.000193723
1.23767E+18,146.6146348,26.23588269,22.91347,22.3116,21.77315,21.95527,20.84008,1.099963,0.000143797
1.23767E+18,152.6524582,27.02290982,23.34953,23.47362,22.75067,22.81956,22.21938,1.346446,0.000107609
1.23767E+18,146.2577616,25.21081184,22.61411,22.32038,21.81958,21.62642,21.39781,1.295086,7.18E-05
1.23767E+18,318.4620427,-1.975778873,25.82989,22.95014,21.94146,21.39904,22.85324,1.044859,0.000185897
1.23767E+18,146.2400727,27.20388501,23.46801,22.84142,22.07907,21.69246,21.02213,1.248397,0.000116053
1.23767E+18,152.6439275,28.14108448,23.42222,22.73855,22.19007,21.76829,21.92653,1.025609,0.000193529
1.23767E+18,149.3523146,27.29262289,22.66303,23.49263,22.29194,21.01097,19.76439,1.036115,0.000281754
1.23767E+18,160.6746691,29.50698129,21.79021,21.87962,21.37335,21.09259,20.49092,1.015859,6.12E-05
1.23767E+18,165.6814723,30.00845456,22.25563,22.27279,21.85332,21.25276,20.51638,1.110553,0.000230127
1.23767E+18,151.19832,26.96581005,23.5356,22.26604,22.09412,21.95207,21.2454,1.034267,0.000151306
1.23767E+18,162.4965075,29.6836955,23.53913,22.62168,22.05125,21.70392,21.84619,1.029271,0.000112213
1.23767E+18,151.4270498,31.02160515,23.21682,22.54638,22.00003,21.60124,20.85093,1.058543,9.58E-05
1.23767E+18,159.4079214,32.1880306,22.59463,22.01987,21.82301,21.10443,19.86938,1.209118,0.000210417
1.23767E+18,160.6611689,32.00858133,21.77032,22.01002,21.84927,21.18179,20.55789,1.003621,7.13E-05
1.23766E+18,151.18616,32.06630645,22.88985,22.47243,21.98421,21.31897,20.50327,1.017747,0.000165712
1.23766E+18,146.6641216,30.38017697,22.52312,22.65884,22.05632,21.61659,21.35274,1.348466,0.00021783
1.23766E+18,140.3070433,28.04043827,22.97478,22.98621,22.36898,21.7284,21.59252,1.073122,0.000142249
1.23766E+18,146.6971972,30.02167849,22.62123,22.49183,22.07262,21.7517,20.89849,1.172627,0.000111065
1.23766E+18,153.0218298,30.51841218,23.40071,23.17662,22.35018,21.81945,21.2951,1.058019,9.86E-05
1.23766E+18,161.0425942,37.34296709,24.96327,22.60118,22.09882,20.89548,19.92036,1.190099,0.000478917
1.23766E+18,131.6231217,25.3858027,22.294,21.9658,21.71277,21.17672,20.29942,1.052624,0.00012572
1.23766E+18,131.6169822,25.35759614,23.26132,22.7655,22.06384,21.8086,21.39591,1.024972,0.000103951
1.23766E+18,21.59432012,0.584751122,23.02401,22.7588,22.33895,21.83251,21.43079,1.208182,0.000126254
1.23766E+18,12.96819108,0.182539917,25.31451,24.13642,22.70665,22.82999,21.30744,1.018783,0.000155548
1.23766E+18,41.82341098,-0.641409579,23.99472,22.65026,22.27408,21.5801,21.93293,1.025718,8.38E-05
1.23766E+18,8.87721101,-0.635516898,23.75447,22.14382,21.55125,20.96469,20.76763,1.043611,0.000116245
1.23766E+18,349.8181691,-0.711231488,23.24167,22.63416,22.14676,22.53495,21.53138,1.04403,0.000261112
1.23766E+18,10.15471699,0.588830963,24.45205,23.33117,22.01025,21.72225,21.39304,1.01154,9.82E-05
1.23766E+18,333.409449,-0.013652433,23.81893,22.73098,22.40955,22.11107,21.53597,1.329728,0.000131574
1.23766E+18,339.7674162,0.538448542,23.51526,22.34072,21.82259,22.63289,22.13464,1.062926,7.11E-05
1.23766E+18,333.3824462,0.496958858,22.52659,22.294,22.27503,21.99415,21.7379,1.293908,0.00016163
1.23766E+18,331.9276883,0.527041013,22.31442,22.1195,21.43338,21.11831,20.58787,1.054677,0.000180055
1.23766E+18,344.0628406,0.066176238,24.26552,23.46692,22.194,22.67159,22.65544,1.20383,7.97E-05
1.23766E+18,330.5906324,0.061878923,22.95947,22.95038,22.26906,22.01191,21.66213,1.008912,0.000149954
1.23766E+18,332.9782398,-0.245724081,23.24804,23.16529,22.47855,21.96891,21.51205,1.015676,0.000128952
1.23766E+18,319.8969007,0.127805995,22.7458,23.13627,22.60356,21.95092,21.40784,1.149103,0.000193257
1.23766E+18,318.4176953,-0.34515453,23.09039,22.19316,21.81302,21.71676,20.85324,1.22855,0.00052534
1.23766E+18,0.834253543,32.03051926,24.2986,24.6287,22.48859,21.48391,19.82828,1.039776,0.000399871
1.23766E+18,189.2947022,44.62882641,24.90505,24.46843,22.41153,21.14684,19.88119,1.030382,0.000317941
1.23765E+18,118.6602638,45.52052313,23.5503,23.83275,21.40649,20.40956,19.878,1.174426,14.80386
1.23765E+18,37.03849223,-8.403426894,22.02593,21.59744,21.66255,21.49985,20.91215,1.250318,0.000119965
1.23766E+18,359.1943468,-0.936349655,22.95164,22.68236,21.97638,22.05663,22.25656,1.004492,6.10E-05
1.23766E+18,0.382417133,-0.963129881,23.29044,23.3922,22.51464,22.2253,21.89013,1.05572,6.80E-05
1.23766E+18,359.1797613,-0.018084866,24.70529,22.70473,22.07827,22.20966,21.16312,1.417891,0.00017714
1.23766E+18,10.7923378,-0.08591919,22.62713,22.37179,22.04644,21.65101,20.99289,1.109305,8.43E-05
1.23766E+18,359.1990888,0.737468774,22.77405,22.39179,22.06658,21.98932,21.41181,1.242477,0.000135255
1.23766E+18,0.370617436,0.722342015,23.52189,22.40245,21.82778,21.31998,20.98557,1.085459,0.000141633
1.23766E+18,0.37682011,1.178591152,22.6421,23.13659,22.20605,21.84823,20.9605,1.066556,0.000111174
1.23766E+18,37.02207672,0.752560227,22.74456,22.46867,22.01854,21.57857,20.38824,1.301394,0.000256332
1.23766E+18,115.6147495,21.26140125,23.63028,22.09319,21.76239,21.97715,22.33114,1.028648,7.01E-05
1.23766E+18,122.3490247,28.10793211,23.35169,22.57904,21.50114,20.47575,19.7066,1.008617,0.000412945
1.23766E+18,136.4984667,39.28105253,24.39475,23.09262,22.02573,20.92657,19.74555,1.176018,0.000277485
1.23766E+18,133.2431277,31.45826191,23.52347,22.62801,22.1862,21.86231,21.39673,1.02453,0.000103619
1.23766E+18,126.6647285,26.71786869,23.20812,22.45797,21.78368,22.01714,20.55865,1.178317,9.73E-05
1.23766E+18,127.2620827,27.19119273,22.81261,22.61242,22.06899,21.41036,21.34973,1.023104,6.56E-05
1.23766E+18,134.9223868,30.33823191,24.15213,22.53396,21.78114,21.43673,22.10274,1.175782,0.000145116
1.23766E+18,197.4789601,46.87545381,23.71015,22.72712,20.81937,20.04675,19.18308,1.48983,9.56E-05
1.23766E+18,199.8194928,47.68828649,24.78061,23.34041,21.89706,20.82411,19.94413,1.129732,0.000251688
1.23766E+18,209.3578966,41.45550387,23.05183,21.60417,20.9569,19.92367,19.15641,1.022052,0.000262212
1.23766E+18,359.1966184,-1.095291393,23.57812,22.88456,21.94762,21.57473,20.61273,1.125153,0.000145084
1.23766E+18,127.2638496,21.87787685,23.36402,22.67281,21.97428,21.56359,20.61915,1.539513,0.000208998
1.23767E+18,165.070953,25.87696695,24.51051,22.755,22.04815,21.59201,21.49477,1.021526,0.000122698
1.23767E+18,165.3189719,24.19000359,23.02766,22.24538,21.78344,21.1569,20.91393,1.013566,0.000111597
1.23767E+18,151.6309592,14.29141393,23.14898,22.73709,22.02191,21.44263,20.95123,1.087597,7.35E-05
1.23768E+18,38.76258508,3.194404086,22.86784,22.64801,22.36361,21.87573,22.04562,1.119196,0.000115376
1.23768E+18,331.7264962,0.897915685,23.315,22.89644,21.91064,21.43585,21.04699,1.111965,0.000211101
1.23768E+18,0.389176917,1.328515254,21.86798,21.84813,21.51213,21.4514,20.41354,1.171912,0.000179259
1.23768E+18,38.74943801,-3.219006337,22.14471,22.4034,21.97877,21.12092,20.56475,1.003849,3.98E-05
1.23768E+18,24.48337056,18.83535493,21.42443,21.9111,21.82793,21.95179,21.17903,1.472037,6.16E-05
1.23768E+18,32.75852825,3.033219621,23.4474,23.39472,22.59277,22.07968,21.7789,1.09979,8.88E-05
1.23768E+18,31.22038648,2.891635871,22.74051,21.81925,20.96316,20.41911,20.55941,1.0345,0.000107894
1.23768E+18,20.47427993,1.93257051,23.31772,22.31882,21.0467,20.28563,19.62008,1.019072,0.000118732
1.23768E+18,20.49582621,1.822352916,25.8655,22.39019,21.67678,21.35578,21.10731,1.183254,0.000200867
1.23768E+18,19.99029802,1.988813206,23.97506,22.47261,22.15494,21.55507,21.44988,1.037171,0.00020791
1.23768E+18,19.13362622,3.511288266,23.75357,23.48875,22.64417,22.8153,21.40261,1.083368,0.000116301
1.23768E+18,36.82701778,4.756215685,22.70804,23.19865,22.24991,22.33127,21.10833,1.052581,0.000185635
1.23768E+18,38.80875577,4.479744234,24.51515,22.68309,22.15782,21.66814,21.12449,1.331284,7.51E-05
1.23768E+18,38.72000716,4.361780967,22.62161,22.66056,22.21899,22.06469,21.26029,1.03576,6.21E-05
1.23768E+18,37.01680597,2.425737084,23.26598,23.03826,22.26575,22.24909,21.87702,1.167601,0.000140343
1.23768E+18,32.71963664,-1.839084073,22.44923,22.23358,22.03103,21.63827,21.34183,1.518711,0.000137197
1.23768E+18,24.5021058,19.86723079,23.04232,22.30033,22.29737,22.17141,22.64296,1.268709,9.31E-05
1.23768E+18,20.49333623,20.22670323,24.23891,21.86027,21.89336,21.65671,22.39797,1.081384,6.69E-05
1.23768E+18,24.49904036,18.28233378,21.52494,21.96376,21.6262,21.75001,21.47011,1.345218,7.34E-05
1.23768E+18,22.18328412,20.43869653,22.94143,22.52845,22.01201,21.89971,21.92011,1.144707,0.00013957
1.23768E+18,25.86040367,19.57224376,23.07209,22.75834,21.99857,22.06052,21.45249,1.227655,0.000111442
1.23768E+18,24.51274495,19.72978472,24.9858,22.12479,21.93082,21.50323,22.28365,1.083974,0.000102406
1.23768E+18,38.73615947,-6.089641967,22.30572,22.48145,22.53724,22.87986,22.3675,1.361682,0.000179453
1.23768E+18,34.36860527,-6.864005278,23.61677,23.07955,22.91316,22.3291,22.37271,1.265639,0.000211768
1.23768E+18,9.083863088,-2.385691758,23.95312,22.96276,22.5848,22.155,21.73889,1.074561,0.000142046
1.23768E+18,36.84549222,-6.120974497,23.33077,22.55754,22.19244,22.05812,21.49864,1.273937,0.000107175
1.23768E+18,32.74596774,-7.67058568,21.64342,21.806,21.64807,21.28511,21.22534,1.121013,9.52E-05
1.23768E+18,37.02185784,-4.097514356,25.58297,22.9552,22.16523,21.81373,22.08843,1.141816,9.01E-05
1.23768E+18,34.36066066,-4.60588687,22.19107,21.64076,21.52206,20.96852,20.7948,1.034289,6.95E-05
1.23768E+18,18.57111903,-4.099154181,22.79283,22.60219,21.89875,21.688,21.07671,1.031497,7.51E-05
1.23768E+18,18.14417459,-4.21682095,26.09245,22.99563,22.25681,21.96674,22.18743,1.273772,0.00030057
1.23768E+18,36.83494278,-3.84496805,26.05802,22.62594,22.09065,22.50444,22.39936,1.435063,0.000117234
1.23768E+18,19.38239441,-4.576168858,22.46094,22.60234,22.25153,22.03713,21.38311,1.276953,0.000181787
1.23768E+18,36.8357041,-4.34756295,21.07114,21.26572,20.96559,20.73028,20.31121,1.11373,0.000127157
1.23768E+18,37.02998756,-4.722417927,22.82759,22.67048,22.25798,22.98232,21.75368,1.110406,0.000119701
1.23768E+18,11.5091805,-4.148981681,21.4491,22.84718,21.50121,21.02015,20.50626,1.0083,0.000122119
1.23768E+18,2.89456038,-4.195981218,22.7427,23.23156,21.51003,20.87497,20.58346,1.010997,6.99E-05
1.23768E+18,2.916588823,-4.186157077,23.50934,22.62041,21.98673,21.3526,21.36753,1.045408,0.000220117
1.23768E+18,14.05116494,-4.55195705,22.08288,22.41578,21.86515,21.66803,20.48889,1.089558,0.000189592
1.23768E+18,36.83382043,-1.497098899,25.89446,22.88467,22.29461,22.53447,22.90556,1.454954,0.000145123
1.23768E+18,19.39531984,-2.354037598,23.21535,22.92601,22.31841,22.19589,21.84874,1.188779,0.000171048
1.23768E+18,25.86894721,-3.491710614,22.24864,22.00698,21.7693,20.61147,20.07473,1.017308,9.16E-05
1.23768E+18,19.38181357,-3.602113969,23.10618,22.65745,21.86931,21.5687,20.42715,1.077137,0.000141139
1.23768E+18,2.899675717,-1.266473224,22.45811,21.95918,21.71859,21.05662,20.44589,1.000522,7.03E-05
1.23768E+18,37.02362839,-1.320890387,22.88042,23.35281,22.10108,21.9126,21.17052,1.074397,0.0001326
1.23768E+18,18.16702666,-2.132266676,22.16568,22.42824,22.15808,21.45359,22.51667,1.055913,9.53E-05
1.23768E+18,38.75027665,-2.70758074,23.93399,22.31083,21.73523,22.44548,22.48125,1.194618,9.79E-05
1.23768E+18,24.51077121,-2.805762544,22.65683,22.70385,21.96437,21.74685,21.5153,1.080269,9.89E-05
1.23768E+18,10.78324844,-3.108438835,23.24524,22.76198,22.32783,22.24581,21.71439,1.104866,0.000124773
1.23768E+18,11.5132318,-3.334786308,25.71347,22.8982,22.43563,23.05942,21.47182,1.02398,8.01E-05
1.23768E+18,11.50430681,-3.375371452,22.86141,23.4849,22.8778,21.84104,22.50475,1.012955,5.33E-05
1.23768E+18,10.77520292,-3.417676612,22.55966,22.87943,22.18739,21.80061,21.10539,1.306578,7.84E-05
1.23768E+18,23.27105988,4.362298658,25.71135,22.73688,21.87204,22.18709,21.5048,1.169549,0.000115627
1.23768E+18,24.53277808,4.614629157,23.10907,22.14107,21.26926,20.79521,20.00688,1.028003,0.000220631
1.23768E+18,22.18360128,4.661437997,24.21563,23.12592,21.85635,21.41479,20.72572,1.075153,0.000169519
1.23768E+18,38.77938336,2.975697861,23.59888,21.33717,20.74702,21.20457,19.93888,1.278928,0.00012788
1.23766E+18,216.7828391,52.54436421,24.63168,22.5846,22.47512,22.36403,22.01806,1.556853,0.00015495
1.23766E+18,43.14217232,0.424386013,23.49569,23.04863,22.63209,22.52932,21.42159,1.032365,9.50E-05
1.23767E+18,158.4552389,23.84488445,22.57522,22.4218,22.32133,22.04205,21.21129,1.04185,8.17E-05
1.23767E+18,148.9066053,19.73392009,23.42581,22.59872,21.97307,22.05389,21.61683,1.095257,0.000137417
1.23767E+18,143.0319202,18.15606202,23.41392,22.39995,21.56892,20.92709,20.31097,1.065889,0.000212873
1.23767E+18,148.8741879,21.61532192,24.78745,23.62276,22.64129,22.08446,22.53142,1.026741,9.33E-05
1.23767E+18,161.101755,26.19672886,22.88034,22.34798,21.72746,21.34013,20.46476,1.017242,0.000169718
1.23767E+18,153.2931215,24.66752532,24.10919,22.96656,22.26746,21.89045,21.35823,1.17767,0.000178503
1.23767E+18,132.0789653,17.79995698,22.32701,22.02011,21.49083,21.41304,20.8291,1.110479,0.000141298
1.23767E+18,154.8750358,24.24718218,21.56235,21.4371,20.88083,20.05558,19.52618,1.052065,0.000144609
1.23767E+18,154.872196,23.98949703,23.35071,22.44177,21.90396,21.35267,21.05578,1.008414,7.13E-05
1.23767E+18,144.0924715,24.78257461,22.7763,22.59455,22.03855,21.25158,20.40088,1.216476,0.00012006
1.23767E+18,161.1009624,28.59620468,24.66141,22.87553,22.22571,21.93205,20.89622,1.052529,0.000120545
1.23767E+18,158.4569118,27.71289729,23.12308,22.0741,21.5481,20.96951,21.1509,1.005638,0.000206206
1.23767E+18,148.9124997,25.32541111,23.42055,22.33954,22.01671,21.57275,20.86618,1.00001,9.77E-05
1.23767E+18,141.8151446,23.10356101,22.60352,22.77733,22.40733,22.48847,21.73764,1.04198,0.000155963
1.23767E+18,144.1043332,22.96168421,22.61287,22.53916,22.13319,22.07708,21.40952,1.120591,0.000117295
1.23767E+18,157.6174949,26.16143522,24.3926,22.16478,21.89939,21.6661,21.32064,1.134241,7.36E-05
1.23767E+18,163.477267,27.53004424,23.44783,22.39535,21.91586,21.53945,21.79768,1.022241,0.000121697
1.23767E+18,153.3068115,25.36611471,22.37703,22.22105,21.43081,21.0872,19.94535,1.100644,0.000223123
1.23767E+18,148.8801913,27.32409436,23.08554,23.12619,22.21328,22.0041,21.93102,1.088544,0.000190404
1.23767E+18,32.28895247,0.224920879,23.59628,22.31814,21.72275,21.54946,21.7893,1.077389,0.000101194
1.23767E+18,352.6872686,0.234300627,22.28638,22.84435,22.05914,21.48294,20.991,1.255505,9.83E-05
1.23767E+18,27.97944187,-0.547847704,23.87876,22.28124,21.6107,21.16733,20.77272,1.130223,9.23E-05
1.23767E+18,20.37694828,0.364957761,24.69413,23.66191,22.33813,22.06553,23.0554,1.208266,0.000173183
1.23767E+18,14.90017233,-0.13123494,23.99915,23.01542,22.48861,21.90865,21.93044,1.010103,5.98E-05
1.23767E+18,18.90688217,-0.911377819,22.02057,21.83466,21.21555,20.96015,20.36277,1.020061,7.01E-05
1.23767E+18,166.2275222,31.37075474,24.66023,23.68774,22.05215,21.00648,19.64991,1.021161,0.000327146
1.23767E+18,157.601988,29.32113723,22.66829,22.31508,21.81436,22.24307,20.88521,1.184287,0.000134907
1.23767E+18,161.0840476,29.85468495,22.55044,22.6628,22.28122,21.80057,21.35317,1.188397,0.000103257
1.23767E+18,159.70338,31.59656216,23.50261,22.7457,22.31262,22.07222,21.27524,1.183105,0.000140895
1.23767E+18,158.476394,30.85042312,22.60048,22.42097,21.92017,22.13324,21.08685,1.155451,0.000270309
1.23767E+18,144.0962127,26.58226274,22.60618,22.09683,21.62182,20.98554,20.48133,1.047169,0.000141308
1.23767E+18,154.8831563,30.65944755,22.83358,23.54971,22.22572,22.55123,22.50429,1.334369,0.000200925
1.23767E+18,144.0944872,27.31147473,23.89754,22.82723,22.42197,22.82768,21.62287,1.107791,0.000186067
1.23766E+18,127.236394,22.92621789,23.94233,22.75135,22.34673,21.72332,21.00931,1.101926,0.000198238
1.23766E+18,153.3089597,32.46727583,23.73452,22.5302,22.03831,22.11298,21.43546,1.191776,9.98E-05
1.23766E+18,144.0851086,31.00364878,22.69209,21.82143,21.24977,21.18175,20.5215,1.028912,0.000179289
1.23766E+18,36.88254929,0.57468807,24.08727,23.05745,21.92589,21.41031,20.37053,1.026167,0.000114916
1.23766E+18,20.38347311,-1.248533578,22.197,22.06907,21.51495,21.10988,20.49183,1.296328,8.77E-05
1.23766E+18,7.50661865,0.431303985,24.41545,22.59407,22.43155,22.34702,23.02592,1.013468,6.64E-05
1.23766E+18,336.6788291,0.691050133,22.49162,21.9725,21.39655,20.67004,19.78224,1.232694,0.000208989
1.23766E+18,336.6677751,0.65884705,23.65627,22.58308,21.9708,21.49607,21.36448,1.230299,0.000132875
1.23766E+18,333.5690953,0.831827132,23.86752,23.07793,22.57697,21.81198,21.26945,1.152571,0.000297753
1.23766E+18,332.4287692,0.346105728,22.09812,22.32601,21.61446,21.27583,20.27351,1.120093,0.000125655
1.23766E+18,341.9215695,-0.203397433,25.00255,22.69409,22.30012,21.96045,21.54916,1.068188,0.000129502
1.23766E+18,336.6460315,0.452418035,22.96743,22.33944,22.49437,21.69076,21.57729,1.016171,0.000100222
1.23766E+18,326.2173809,0.54481875,22.63861,22.74745,22.37766,22.1649,21.53945,1.244792,8.85E-05
1.23766E+18,344.994757,0.831199719,22.91722,22.60067,21.72351,21.29,20.903,1.215226,0.000206285
1.23766E+18,345.0172901,0.389079746,22.05451,22.34347,21.73278,21.41476,20.86391,1.104792,0.000156305
1.23766E+18,349.9209433,1.000920972,23.40678,23.04086,22.28925,21.8895,21.69288,1.183191,0.000139745
1.23766E+18,176.8869112,41.78028674,23.95425,22.90762,21.97619,20.69354,19.48476,1.112875,0.000238251
1.23766E+18,148.8919886,38.88101042,24.5717,24.0875,22.42854,20.99222,19.85068,1.013123,0.000301656
1.23766E+18,215.3028667,54.01787829,22.56803,22.16418,22.00756,21.62515,21.37365,1.043043,6.93E-05
1.23766E+18,127.0469379,26.32749514,23.5215,22.56969,22.03589,21.79995,20.53588,1.00371,6.59E-05
1.23766E+18,129.117909,27.0419433,22.74278,22.44293,21.95545,21.54106,20.8569,1.007313,0.000145958
1.23766E+18,341.9263571,-0.771282968,23.10674,22.90044,21.99042,21.36978,20.90327,1.14138,0.000120551
1.23766E+18,187.6849481,52.66458834,24.02912,22.17094,21.1724,20.1242,19.2963,1.019455,0.000286248
1.23766E+18,7.507710386,-0.9917332,23.73798,22.97563,22.70548,22.79273,22.3033,1.170739,0.000112645
1.23765E+18,239.2645518,52.46487581,25.19096,22.79727,21.55939,20.33198,19.43383,1.037304,0.000304944
1.23766E+18,139.9287047,51.80506258,22.57527,22.29609,21.46142,20.30288,19.56376,1.296673,0.000455797
1.23766E+18,342.7838608,-0.859760302,23.90573,23.26187,21.90666,21.53817,21.05094,1.003792,7.04E-05
1.23766E+18,348.3378626,-0.840574,22.62826,23.01765,22.19086,22.08334,21.21576,1.138346,7.58E-05
1.23766E+18,353.8948914,-0.940442003,23.21114,22.65092,22.65294,21.59467,21.21636,1.316096,0.000293041
1.23766E+18,28.51406689,0.384037779,22.73378,22.42146,21.92365,21.22982,20.71921,1.042663,0.000147919
1.23766E+18,10.74743415,-0.133768356,22.74308,22.77273,22.4779,21.91226,21.52444,1.003746,0.000179453
1.23766E+18,138.9565505,42.95827543,24.24879,22.70077,21.3856,20.29109,19.29454,1.007828,0.000177188
1.23766E+18,44.87495534,-1.058395367,22.69028,22.71633,21.67811,20.99549,20.49563,1.194408,8.40E-05
1.23766E+18,342.8036008,-0.824578281,21.72098,22.78367,21.46117,21.10775,21.46263,1.072814,6.56E-05
1.23766E+18,138.9503463,31.76223338,22.47521,22.42684,21.74516,21.26769,20.44629,1.051609,0.000276503
1.23766E+18,216.3129371,53.97468121,22.69578,22.12333,22.09362,22.06219,21.73106,1.179122,6.81E-05
1.23766E+18,204.4345197,46.21239965,22.35926,22.41018,21.56549,20.78002,19.81126,1.007329,0.000191672
1.23767E+18,161.6074647,23.63776207,23.17082,23.06897,21.97274,22.07018,20.8173,1.015263,0.000107057
1.23767E+18,155.4174236,16.99393542,23.37831,22.45447,22.02187,21.40109,20.9777,1.249616,0.000272206
1.23768E+18,342.7891222,1.528554435,24.77935,22.80161,22.17523,21.72114,20.9233,1.101139,0.000148695
1.23768E+18,1.164735131,2.226863539,24.05268,22.18825,21.42226,21.41825,21.23887,1.181173,0.000141669
1.23768E+18,32.35960361,2.956167601,23.22503,22.45573,21.66626,21.82453,20.66862,1.358009,0.00020733
1.23768E+18,22.43904575,2.366749232,22.88447,22.40233,21.86409,21.49108,20.82856,1.292262,0.000124293
1.23768E+18,28.51775933,1.342135858,23.28706,23.1465,22.86241,23.00305,22.41452,1.026576,0.000140941
1.23768E+18,31.60087502,-1.012498283,27.15793,21.78168,21.00323,20.50567,19.84704,1.073234,0.000191425
1.23768E+18,37.16563329,3.388393381,24.21062,22.88235,22.28779,22.55982,21.22069,1.062783,0.000123715
1.23768E+18,348.3668289,-1.481527139,22.12979,22.39673,21.97725,21.74059,21.0592,1.141481,0.000190705
1.23768E+18,350.7317172,-1.815836674,22.50164,22.27752,21.80636,21.39772,21.03633,1.014797,8.50E-05
1.23768E+18,22.45040142,20.99946622,22.21236,23.32294,22.17146,21.73257,21.24731,1.056378,7.75E-05
