objid,ra,dec,u,g,r,i,z,redshift,redshift_err
1.23766E+18,41.62680938,-0.982044142,23.48285,23.48408,22.71995,21.96897,21.62424,0.9361688,6.11E-05
1.23766E+18,155.3466641,51.46251566,24.28579,24.33284,21.19154,20.02618,19.30058,0.9054472,0.000234965
1.23766E+18,116.3171455,30.52254086,25.01834,24.09622,21.92377,20.67156,19.68546,0.9116804,0.000310632
1.23766E+18,164.8125905,50.39750888,26.45596,23.37966,21.71741,20.53677,19.42222,0.9715958,0.000372295
1.23766E+18,159.1717359,49.76612751,23.48927,23.00485,21.98923,20.61732,19.66416,0.9270341,0.00024464
1.23766E+18,156.5597781,48.43182753,24.64291,24.189,21.54648,20.438,19.54577,0.9237486,0.000356302
1.23766E+18,166.5618731,51.82362668,24.1072,24.04848,22.06269,20.79432,19.95768,0.9131095,0.000273795
1.23766E+18,153.69742,45.94008119,23.31404,22.50529,21.69849,20.59423,19.65148,0.9643101,0.000363131
1.23766E+18,184.2215187,50.41866896,24.55278,23.77206,21.85501,20.73109,19.58875,0.9337669,0.000253187
1.23766E+18,206.2479016,48.40064691,25.23792,23.093,21.32767,20.19947,19.20219,0.9153571,0.000175695
1.23766E+18,208.7762999,47.79977316,23.08019,24.20689,21.93347,20.96079,19.86415,0.970477,0.000307044
1.23766E+18,159.1514354,46.74213206,25.97222,22.83009,21.3104,20.27169,19.61831,0.9515052,0.000353251
1.23766E+18,236.3192521,42.64047379,23.72513,23.02416,21.96803,20.69689,19.9223,0.9103813,0.000171541
1.23766E+18,219.1716188,54.77104117,23.51875,23.2353,21.68597,20.64155,19.6897,0.9326972,0.000259502
1.23766E+18,249.8028191,31.72265245,23.29237,22.95607,21.58095,20.43914,19.58486,0.9521043,0.000161234
1.23766E+18,250.7043123,35.31130676,22.54589,24.46649,22.0147,20.92013,19.64608,0.9036972,0.00039761
1.23766E+18,238.6485198,46.65648639,22.46286,23.04525,21.62946,20.60268,19.68033,0.9817733,0.000266267
1.23766E+18,126.3964857,27.6142099,22.4282,22.16253,21.55846,21.07704,21.35933,0.9598469,0.000104547
1.23766E+18,131.3410527,29.8958459,22.10258,22.54497,21.76036,21.51684,20.52135,0.988492,7.05E-05
1.23766E+18,116.8788699,19.54864462,23.13515,22.89194,22.39697,21.8924,22.15811,0.978938,6.84E-05
1.23766E+18,127.5068753,26.86669502,25.25226,22.69423,21.92466,21.3426,21.33664,0.9118301,7.11E-05
1.23766E+18,132.8392016,29.85245441,22.6738,22.44866,21.85439,21.34566,21.19986,0.9791984,0.000140641
1.23766E+18,128.0954946,26.4136052,22.4535,22.39604,21.70847,20.94996,20.03196,0.9611122,0.000124487
1.23766E+18,137.518631,31.63221506,22.89891,21.753,21.33574,21.03742,21.9023,0.9845937,0.00010014
1.23766E+18,128.8755292,27.31896447,21.84875,22.17836,21.47651,20.51516,20.68349,0.931814,0.000123605
1.23766E+18,127.0319777,26.89840098,24.00813,22.3418,21.45102,20.90781,20.76761,0.9988629,0.000119994
1.23766E+18,136.5838128,32.12066566,22.42572,22.07039,21.6079,21.25337,20.63385,0.9072686,0.000125326
1.23766E+18,153.2949243,38.37724514,21.69435,22.71583,21.87743,20.8581,19.80626,0.9006394,0.000268279
1.23766E+18,155.0844759,42.58561697,23.8658,22.91053,21.38627,20.35464,19.38496,0.9150751,0.000451902
1.23766E+18,172.1837701,46.56129939,23.01789,22.42159,21.52227,20.55581,19.69009,0.9058046,0.000218076
1.23766E+18,158.1175345,45.29053561,22.61483,21.35239,20.69908,20.04257,19.26032,0.9830419,0.000133449
1.23766E+18,167.7065361,47.07479205,23.91132,23.9318,21.85765,20.62565,19.40779,0.9904368,0.000311888
1.23766E+18,178.0126922,48.2645752,25.75653,24.3846,22.12636,20.88758,19.9393,0.9029048,0.000404612
1.23766E+18,188.6332641,47.89135785,22.86293,23.15597,21.55125,20.8802,19.96883,0.9565603,0.000227253
1.23766E+18,135.2298908,31.15655252,23.36156,22.47253,22.14915,21.66319,22.01495,0.9319685,8.62E-05
1.23766E+18,215.9868443,52.69719864,23.17642,23.07875,22.29521,21.60184,21.63162,0.9066036,6.02E-05
1.23766E+18,222.5036292,50.5297445,22.75396,24.51423,22.03065,20.93172,19.92257,0.9830751,0.000274346
1.23766E+18,215.1121218,53.41501348,24.2711,22.83646,22.29854,21.1523,20.63004,0.9226468,0.000173849
1.23766E+18,214.9385517,54.27411247,22.41985,22.02219,21.8039,21.56016,21.54946,0.97662,4.00E-05
1.23766E+18,197.5665721,46.72989409,25.27528,23.97459,22.21966,20.96703,19.8855,0.911249,0.000261079
1.23766E+18,186.8128641,47.72690173,23.25043,22.68387,21.05305,20.0671,19.21966,0.9301151,0.000348421
1.23766E+18,199.9570364,47.27732048,25.11265,24.44169,21.35938,20.26962,19.53193,0.9296113,0.00036642
1.23766E+18,225.9796773,40.26504947,25.20146,25.42257,21.40127,20.40677,19.41913,0.9624158,0.000298903
1.23766E+18,183.5964552,48.56361399,26.45362,23.9917,21.60755,20.58217,19.60254,0.9246556,0.000375422
1.23766E+18,171.0381684,44.37906638,24.43765,23.87967,21.75785,20.61959,19.80216,0.913017,0.00038189
1.23766E+18,164.7477959,39.96197795,25.13264,24.83078,21.70009,20.49781,19.58343,0.9304549,0.000385747
1.23766E+18,211.8262588,36.02733065,23.81449,25.03194,21.99957,20.68812,19.51835,0.9593604,0.000241979
1.23766E+18,243.8138835,34.95186361,22.81181,23.40121,21.27401,20.11342,19.32954,0.9209847,0.000312371
1.23766E+18,213.5898128,35.47392917,25.76596,23.93413,21.91858,20.57591,19.63747,0.9476154,0.000293897
1.23766E+18,11.12031951,0.727300506,22.28962,22.74509,21.98504,22.09332,21.45078,0.9111652,7.13E-05
1.23766E+18,4.938510279,0.496665426,23.05712,22.96931,22.29527,21.70462,21.26078,0.9041004,7.35E-05
1.23766E+18,334.9679481,0.85401172,23.22237,22.45076,21.87133,21.11782,21.24909,0.9034964,0.000105783
1.23766E+18,332.7422896,-0.425775696,23.62464,22.61158,21.74555,21.3742,20.85258,0.9651977,0.000100262
1.23766E+18,349.5004636,0.111828527,23.80919,23.0499,22.17051,21.61342,23.1104,0.9642113,4.05E-05
1.23767E+18,178.74029,34.48293873,25.81692,25.25102,21.30986,20.26832,19.19409,0.9109008,0.000218981
1.23767E+18,359.1315713,0.216296408,25.04606,22.34071,21.95009,21.53447,20.78557,0.983534,5.03E-05
1.23767E+18,164.3792992,27.56722677,23.1661,22.62753,22.19754,21.64472,21.16474,0.9794565,0.000136261
1.23767E+18,165.3920315,27.91608405,25.97946,22.58125,21.98788,21.77161,21.27925,0.9062073,7.75E-05
1.23767E+18,165.6626102,29.30445848,23.60959,22.70555,21.95522,21.46973,21.82807,0.9469395,4.44E-05
1.23767E+18,162.0615437,25.35769993,22.70013,22.8202,22.25034,22.08222,21.58176,0.9636756,0.000127804
1.23767E+18,160.0185311,25.29704858,23.06509,22.81733,22.17347,21.42107,21.87653,0.9838958,0.000103748
1.23767E+18,165.5132485,25.28827116,24.30775,22.46939,22.34207,21.67416,21.21307,0.9043686,6.62E-05
1.23765E+18,143.1713129,56.67139752,22.41513,22.56831,21.3499,20.35643,19.34171,0.9110214,0.000219246
1.23765E+18,123.4626672,46.73702536,22.78164,22.87823,21.34083,20.34597,19.55199,0.9352988,0.000184593
1.23765E+18,120.1615413,45.34682129,22.4323,22.80138,21.84229,20.80921,20.08027,0.9389469,6.65E-05
1.23765E+18,35.57508156,-8.012805666,21.8875,22.0127,21.83877,21.44824,21.31051,0.9471471,4.57E-05
1.23765E+18,24.1338781,-1.272606095,22.52741,22.21377,21.54547,21.1296,20.35741,0.9677371,9.69E-05
1.23765E+18,131.0399765,49.25750107,24.65439,25.8184,21.82896,21.29506,19.99036,0.9304748,0.000419209
1.23765E+18,149.8083079,58.12008012,23.4705,23.3883,21.86161,20.75122,19.75192,0.9045886,0.000269816
1.23765E+18,241.0203893,52.93128918,24.65592,25.25365,21.5813,20.37746,19.73234,0.9026604,0.000370081
1.23765E+18,252.4526387,41.28142748,25.22213,22.97979,21.66013,20.36188,19.68838,0.9105159,0.000150754
1.23766E+18,169.7906641,58.27895071,24.49675,24.46348,22.03187,20.79652,19.83735,0.9306315,0.000476233
1.23766E+18,133.3998435,47.68232779,26.0602,23.59093,21.99953,21.11957,20.00392,0.9433966,0.000470521
1.23766E+18,163.7618127,60.31629543,25.2235,21.76367,20.05327,19.0985,18.55421,0.9446644,0.000493654
1.23766E+18,254.0597244,33.19900221,25.38346,25.48836,22.1596,20.95174,19.94235,0.9146919,0.000419289
1.23766E+18,243.6356151,44.37529089,24.26249,24.11644,21.95383,20.79046,19.76459,0.9361584,0.000520585
1.23766E+18,327.3976312,-1.244314868,23.30931,22.51523,21.98277,21.67847,21.54048,0.9664171,0.000154394
1.23766E+18,354.2639083,-1.019442714,23.58928,22.86407,22.26288,21.53087,22.30594,0.9107276,3.56E-05
1.23766E+18,355.5974553,-0.995899384,21.79632,22.17231,21.50915,20.93763,20.6638,0.9416753,9.58E-05
1.23766E+18,19.41525363,-3.418488328,22.3715,22.51159,21.86398,21.50148,21.37057,0.9724358,4.83E-05
1.23766E+18,17.29897521,-2.948949545,22.73688,22.17919,21.54384,20.87682,20.96757,0.9807293,7.15E-05
1.23766E+18,28.91703139,-0.871806084,25.04012,23.25146,21.8295,20.6866,19.86792,0.9359472,0.000266505
1.23766E+18,36.47344062,-0.496887443,23.10721,22.56019,21.53619,20.89319,20.38921,0.9019783,0.000110915
1.23766E+18,33.16446967,0.829540326,22.77579,23.09102,22.23169,21.43014,21.5657,0.900758,9.81E-05
1.23766E+18,320.7399422,-1.037608019,23.61522,22.92236,22.07188,20.50312,19.89256,0.9775103,0.000149638
1.23766E+18,6.878497565,-1.024233206,23.4659,23.40685,22.09856,22.44563,22.74,0.949189,0.00011251
1.23766E+18,359.315905,-0.58345102,23.10126,22.99108,22.12451,21.92396,21.66438,0.9869773,0.000113203
1.23766E+18,6.251965536,-0.087244474,22.79486,23.45532,22.59151,22.29429,21.46178,0.9445261,0.000139452
1.23766E+18,359.4291659,0.634910508,23.84756,22.69563,21.62904,21.31356,20.75023,0.9160327,8.57E-05
1.23766E+18,5.487997109,0.803609951,22.33079,22.95937,21.87697,21.08633,20.61014,0.9149898,6.97E-05
1.23766E+18,118.1397992,31.35600651,23.22,23.38764,21.73553,20.60877,19.71038,0.9859124,0.000374301
1.23766E+18,143.1320868,49.74972632,22.0514,21.98893,21.4874,20.73933,19.91908,0.9655648,0.000188831
1.23766E+18,124.3027911,31.87473817,23.68555,23.64899,22.12394,20.61694,19.94891,0.9232244,0.000284309
1.23766E+18,166.1668601,49.90239928,23.16693,21.90215,21.25461,20.29045,19.42632,0.9937845,0.00017681
1.23766E+18,148.9938381,47.91339513,22.41498,24.54923,21.5671,20.54342,19.38293,0.9045557,0.000226844
1.23766E+18,146.2644474,42.01694757,21.95211,22.49994,21.45632,20.418,19.60638,0.9897448,0.000305429
1.23766E+18,147.7552947,42.59858121,22.98078,22.76482,21.83486,20.80141,19.85311,0.9012624,0.000226151
1.23766E+18,207.9992151,53.81784382,22.27227,23.16463,21.59907,20.50314,19.69205,0.9370155,0.000250611
1.23766E+18,215.8723272,54.87867994,26.58091,25.17461,21.72221,20.72292,19.90651,0.9008285,0.000290815
1.23766E+18,241.7621365,45.09582081,22.47943,23.0306,21.55634,20.5313,19.29391,0.9118797,0.000383898
1.23766E+18,340.6194316,-1.130136407,23.03064,22.7318,21.94324,21.41881,21.77468,0.9421352,0.000169992
1.23766E+18,34.40261707,0.864770334,26.0401,22.88014,21.32895,20.73059,20.35075,0.9018179,0.000154267
1.23766E+18,166.5658015,45.09452128,24.55486,23.42956,22.13992,20.80879,19.88019,0.9253751,0.000231614
1.23766E+18,166.7673485,45.05727242,23.34616,24.77111,21.79551,20.52869,19.57215,0.9027439,0.000322021
1.23766E+18,115.1192307,20.17239672,25.00982,22.96238,21.85688,21.19983,21.86707,0.9020022,9.40E-05
1.23766E+18,135.7330233,57.50749943,21.63809,21.92565,21.07418,20.03869,19.12769,0.9436563,0.000307442
1.23766E+18,131.7925404,30.76652307,22.03076,22.50241,21.77149,21.9593,21.78788,0.9716083,0.000102449
1.23766E+18,132.5783143,32.36429945,22.31238,22.20002,21.52037,20.83799,20.70642,0.9363357,0.000131539
1.23766E+18,128.8131651,26.01130602,25.91061,22.83823,22.33764,21.57389,21.51336,0.9606543,8.65E-05
1.23766E+18,128.4257799,26.94648966,25.76705,23.33906,22.02487,21.78409,21.24838,0.9481235,6.79E-05
1.23766E+18,129.6318957,27.72891104,23.77992,21.97089,21.08929,20.39895,20.11479,0.942636,0.000259284
1.23766E+18,116.859876,19.58161246,22.19789,22.80837,22.24382,21.35855,20.7269,0.9348164,6.76E-05
1.23766E+18,135.7273949,30.35777401,21.74692,22.47408,21.71786,20.82254,20.73618,0.9213594,9.82E-05
1.23766E+18,129.7133866,28.55632097,25.2833,21.93114,21.47593,20.66343,20.50815,0.9134231,4.81E-05
1.23766E+18,225.7284105,43.08416611,22.60257,23.48659,21.77553,20.68324,19.90109,0.9472004,0.000245735
1.23766E+18,135.5780741,29.4764053,23.6343,23.15604,22.26566,21.68331,21.40932,0.9577456,0.000127823
1.23766E+18,135.8277941,29.5646509,22.97326,21.90624,20.97584,20.31079,19.92661,0.9184669,0.000186811
1.23766E+18,139.1998516,31.61870062,22.76377,22.35474,22.00733,21.83097,21.77776,0.9959145,5.85E-05
1.23766E+18,133.6774344,30.81533562,23.24936,22.34115,21.80709,21.32561,21.29047,0.9073048,8.08E-05
1.23766E+18,215.0846508,53.03232374,23.3872,21.59971,20.59211,20.42255,19.61047,0.954877,0.000153643
1.23766E+18,215.9684203,53.31025978,22.67154,22.12349,21.75941,21.20213,21.13218,0.9741056,7.69E-05
1.23766E+18,209.1328034,56.27247252,26.53394,23.49618,21.47989,20.41255,19.63223,0.902124,0.000358819
1.23766E+18,230.9660244,48.86119722,23.76104,23.87355,21.75179,20.43063,19.54373,0.9079841,0.000270124
1.23766E+18,184.0034932,46.50036893,26.28461,25.52751,21.99919,20.99523,19.73824,0.9436476,0.001048401
1.23766E+18,242.2604576,31.37951847,22.82221,24.73487,22.36273,21.10987,19.98867,0.9266739,0.000433911
1.23766E+18,210.1221505,48.46380044,26.08863,23.9107,21.72357,20.69421,19.7554,0.9308575,0.000295924
1.23766E+18,205.8022347,36.9435269,26.07232,25.19246,21.19473,20.00022,19.13786,0.983875,0.000285157
1.23766E+18,198.0646274,52.93714239,23.57666,23.79545,21.80016,20.63094,19.7754,0.9550458,0.000254572
1.23766E+18,52.59371345,0.205359266,21.18267,20.55483,19.2321,18.69737,18.5139,0.9237347,3.33E-05
1.23766E+18,347.7819816,-1.207392481,22.91715,22.48523,22.36001,21.58772,21.70725,0.9471495,5.72E-05
1.23766E+18,347.2682099,0.488684077,21.81107,22.063,21.57532,20.87081,20.19436,0.9574769,4.77E-05
1.23766E+18,359.4704472,-0.814844462,22.6868,22.0964,22.02295,21.52899,21.54934,0.9846504,7.02E-05
1.23766E+18,11.75776876,-0.384182235,23.018,22.72673,22.20866,21.55658,20.99512,0.953371,4.59E-05
1.23767E+18,155.0788742,28.88683509,22.81038,22.85414,22.24658,21.41045,21.10751,0.9674813,4.93E-05
1.23767E+18,14.34975411,-0.991082251,22.87347,21.96666,21.5612,21.16292,20.70082,0.9842919,0.000218945
1.23767E+18,359.4847435,0.353480113,22.59929,22.47968,21.6212,21.18554,21.49188,0.9035019,5.18E-05
1.23767E+18,144.8144605,25.27189532,22.08523,21.99255,21.37926,20.97634,20.24667,0.9732385,8.37E-05
1.23767E+18,152.084198,25.96627597,22.87356,22.03816,21.52629,20.96166,22.10158,0.9625964,7.17E-05
1.23767E+18,157.9149288,24.62359867,22.42744,22.41231,21.94648,21.34792,20.19186,0.9605883,5.39E-05
1.23767E+18,164.3127966,26.51424953,23.99024,22.82826,22.10579,21.20039,21.19121,0.9722115,6.93E-05
1.23767E+18,165.3257788,26.58591542,21.99599,21.54103,20.85226,20.30076,19.17371,0.9558235,0.000231938
1.23767E+18,165.5548322,26.76836704,22.85284,23.09323,22.53632,21.85965,21.31278,0.9604316,0.00020356
1.23767E+18,145.4260238,14.62955328,21.85883,22.1575,21.74647,21.14312,21.4726,0.916766,6.08E-05
